Trial,Date,Colony,Biobest,Micro,Size,Crithidia,BeeID,Bee #,Marginal_Cell
6,10/2/22,10a,10,10a45,45,0,worker,22,
6,10/2/22,10a,10,10a45,45,39,worker,23,
6,10/2/22,10a,10,10a45,45,194,worker,24,
6,10/2/22,10a,10,10a45,45,32,worker,25,
6,10/2/22,10a,10,10a45,45,215,worker,26,
6,10/2/22,10a,10,10a45,45,85,worker,27,
6,10/2/22,10a,10,10a45,45,14,worker,28,
6,10/2/22,10a,10,10a45,45,0,worker,29,
6,10/2/22,10a,10,10a45,45,0,worker,30,
6,10/2/22,10a,10,10a45,45,2,worker,31,
